Gene ID	Gene Name	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.log2foldchange	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.log2foldchange
ENSG00000013619	MAMLD1	0.743321348676667	-0.1	0.352049409633377	0.1
ENSG00000013725	CD6	0.978239607577416	0	0.0474596538009763	-0.3
ENSG00000013810	TACC3	0.792864440011116	-0.1	0.945555666879839	0
ENSG00000014123	UFL1	0.145596877669733	-0.2	0.640140795191493	-0.1
ENSG00000014138	POLA2	0.332311762065234	0.1	0.203581872658362	0.1
ENSG00000014164	ZC3H3	0.211225311148453	0.4	0.499079886288835	-0.1
ENSG00000014216	CAPN1	0.751946699435531	0.1	0.833179568493848	0
ENSG00000014257	ACP3	6.91806822054172e-05	1	1.47147144641728e-13	1.2
ENSG00000014641	MDH1	0.366833969103126	-0.1	0.597580644231674	0
ENSG00000014824	SLC30A9	0.945109562629906	0	0.0981051501354551	0.1
ENSG00000014914	MTMR11	0.398025983966552	-0.3	0.0018864401863594	-0.5
ENSG00000014919	COX15	0.165423788655945	-0.1	0.764774204325379	0
ENSG00000015133	CCDC88C	0.906862787385957	0	0.576765770752537	0.1
ENSG00000015153	YAF2	0.470650387035955	-0.1	0.758375009928483	0
ENSG00000015171	ZMYND11	0.0872746530480238	-0.2	0.194380124805038	-0.1
ENSG00000015285	WAS	0.557826191402047	0.2	0.325091820708955	0.2
ENSG00000015413	DPEP1	0.119325462713792	-0.7	4.34582949702093e-05	-1.2
ENSG00000015475	BID	1.54019080223898e-06	0.6	6.01913764774165e-14	0.7
ENSG00000015479	MATR3	0.536886128099994	-0.2	0.93565400351405	0
ENSG00000015520	NPC1L1	0.0228683909551627	-1	0.00604617197923495	-0.8
ENSG00000015532	XYLT2	0.504976441743184	0.1	0.675630128542032	0
ENSG00000015568	RGPD5	0.539372260098456	-0.2	0.264269598474719	-0.2
ENSG00000015592	STMN4	0.859059032294742	0.1	0.289449429057186	-0.5
ENSG00000015676	NUDCD3	0.734272524455241	0	0.00352392663593076	-0.1
ENSG00000016082	ISL1	0.268233635831117	0.4	0.589626942914571	0.1
ENSG00000016391	CHDH	0.0775605072738607	-0.5	0.0004361647734929	-0.6
ENSG00000016402	IL20RA	2.32881775591233e-05	1.6	5.14027339933209e-19	2.4
ENSG00000016490	CLCA1	0.906862787385957	-0.1	0.985448479790643	0
ENSG00000016602	CLCA4	5.61361047564429e-09	2.3	1.86366590388303e-10	1.9
ENSG00000016864	GLT8D1	0.314453325274043	0.1	0.01862675413265	0.1
ENSG00000017260	ATP2C1	0.288324757761103	0.1	1.18290340243244e-08	0.3
ENSG00000017427	IGF1	0.773936351618458	-0.1	0.0402583592728973	0.2
ENSG00000017483	SLC38A5	5.39632137332738e-07	1	1.69267731443201e-12	0.9
ENSG00000017797	RALBP1	0.289932272653584	-0.1	0.713296996558734	0
ENSG00000018189	RUFY3	0.996191698432123	0	0.889308029757955	0
ENSG00000018236	CNTN1	0.00261459277347122	-0.8	0.0609663912469293	-0.4
ENSG00000018280	SLC11A1	3.86877562170093e-07	1.8	8.15528825127264e-25	2.9
ENSG00000018408	WWTR1	0.128946221858713	0.3	9.1987647514503e-08	0.5
ENSG00000018510	AGPS	0.811667607798765	0	0.000152896020213806	0.3
ENSG00000018607	ZNF806	NA	0.1	NA	-0.1
ENSG00000018610	STEEP1	0.947743320920563	0	0.305859487928841	-0.1
ENSG00000018625	ATP1A2	0.193589950231333	-0.4	0.554904839046347	-0.1
ENSG00000018699	TTC27	0.465828953592734	-0.1	0.81769612612714	0
ENSG00000018869	ZNF582	0.585144748322623	-0.1	0.225088172052928	-0.1
ENSG00000019102	VSIG2	0.547383455981028	0.3	4.40136137944582e-05	1.3
ENSG00000019144	PHLDB1	0.796801737572432	-0.1	0.399752844052616	0.1
ENSG00000019169	MARCO	0.0551085891619328	0.9	2.77480431229046e-14	2.4
ENSG00000019186	CYP24A1	0.116851954733929	0.8	4.81952748060747e-07	1.9
ENSG00000019485	PRDM11	0.648510687820466	-0.1	0.127779512846844	-0.1
ENSG00000019505	SYT13	0.499159922568829	0.2	0.0939640531686378	0.3
ENSG00000019549	SNAI2	0.311867088913617	0.3	3.373674707911e-09	0.8
ENSG00000019582	CD74	0.36756401971307	0.2	0.65669210891048	0.1
ENSG00000019991	HGF	1.98880183249693e-07	1.4	1.19313063272116e-24	2
ENSG00000019995	ZRANB1	0.369271388792622	-0.2	0.80278550626427	0
ENSG00000020129	NCDN	0.0258925064942814	0.4	7.68093218584733e-05	0.4
ENSG00000020181	ADGRA2	0.818133300657783	0.1	0.000150254694294689	0.6
ENSG00000020219	CCT8L1P	NA	0	NA	-0.1
ENSG00000020256	ZFP64	0.258808438930275	-0.1	0.785221577467581	0
ENSG00000020426	MNAT1	0.598906765372185	0.1	0.00526468131920696	0.2
ENSG00000020577	SAMD4A	0.810163619205116	-0.1	0.281101727454686	0.1
ENSG00000020633	RUNX3	0.994370346455879	0	0.84463884397672	0
ENSG00000020922	MRE11	0.571110244745256	-0.1	0.950509038336622	0
ENSG00000021300	PLEKHB1	0.310261514665058	0.2	0.693348278186907	0.1
ENSG00000021355	SERPINB1	0.670650279675433	0.1	0.181397692565271	0.1
ENSG00000021461	CYP3A43	0.41709600660572	-0.4	0.345493275569662	-0.3
ENSG00000021488	SLC7A9	0.160793057752982	-0.6	5.56147662366892e-05	-1.2
ENSG00000021574	SPAST	0.101713230555126	-0.2	0.645599949496086	0
ENSG00000021645	NRXN3	0.664220863222687	-0.1	0.845845778836157	0
ENSG00000021762	OSBPL5	0.101554506237769	0.2	8.75817781071444e-05	0.3
ENSG00000021776	AQR	0.177773894735385	-0.2	0.64272731988072	0
ENSG00000021826	CPS1	0.375719303533121	-0.4	0.60384380543644	-0.2
ENSG00000021852	C8B	NA	0	0.531781671744974	-0.4
ENSG00000022267	FHL1	0.684185688818321	-0.1	0.0400841699176573	-0.2
ENSG00000022277	RTF2	0.265133529712535	-0.1	0.0458339328214215	-0.1
ENSG00000022355	GABRA1	NA	0	0.393959441020969	0.5
ENSG00000022556	NLRP2	0.954812408658544	0	0.566623622726294	0.1
ENSG00000022567	SLC45A4	0.17521917276639	0.2	3.48810476609094e-05	0.3
ENSG00000022840	RNF10	0.519252123416124	-0.1	0.393738627979484	0
ENSG00000022976	ZNF839	0.647564726156445	-0.1	0.0713538626282822	-0.1
ENSG00000023041	ZDHHC6	0.00210569539717062	-0.4	5.8320172888796e-11	-0.4
ENSG00000023171	GRAMD1B	0.0396384646827007	-0.5	5.90015713633305e-08	-0.8
ENSG00000023191	RNH1	0.104972407360083	0.2	0.00720564307230669	0.2
ENSG00000023228	NDUFS1	0.0366155400149388	-0.3	0.431533246535635	-0.1
ENSG00000023287	RB1CC1	0.00552357992980755	-0.4	0.00794058717434426	-0.2
ENSG00000023318	ERP44	0.869526808462557	0	0.766856079671509	0
ENSG00000023330	ALAS1	0.0153645015796844	0.4	1.47380395961132e-05	0.4
ENSG00000023445	BIRC3	0.0460510853110202	0.5	0.0402625576310322	0.3
ENSG00000023516	AKAP11	0.560439418905858	-0.2	0.869437570703134	0
ENSG00000023572	GLRX2	0.871516396320589	0.1	0.745004822126241	0
ENSG00000023608	SNAPC1	0.915675637018376	0	0.516426594297592	0.1
ENSG00000023697	DERA	0.0339622091825351	-0.5	3.43120172913987e-05	-0.5
ENSG00000023734	STRAP	0.400455414360896	0.1	0.00418966671189945	0.2
ENSG00000023839	ABCC2	0.000233590394630718	-1.3	1.08517583867181e-07	-1.4
ENSG00000023892	DEF6	0.82544502688407	0.1	0.273067749581357	-0.1
ENSG00000023902	PLEKHO1	0.030639068560127	0.5	0.0169018925728524	0.4
ENSG00000023909	GCLM	0.101033527423587	-0.3	0.585530896476742	-0.1
ENSG00000024048	UBR2	0.489272244182166	-0.1	0.56858618764545	-0.1
ENSG00000024422	EHD2	0.129770398363541	0.4	8.79758418856344e-07	0.7
ENSG00000024526	DEPDC1	0.661640504858145	-0.1	0.026810936908269	0.3
ENSG00000024862	CCDC28A	0.1060565655023	-0.3	5.3215671320517e-09	-0.5
ENSG00000025039	RRAGD	0.177965035353235	0.3	4.02077328472735e-05	0.5
ENSG00000025156	HSF2	0.531900721242579	-0.1	0.0390558163941946	-0.1
ENSG00000025293	PHF20	0.755325235365494	-0.1	0.722670412419244	0
ENSG00000025423	HSD17B6	0.857527231029439	0.1	0.0951209360957297	0.2
ENSG00000025434	NR1H3	0.215162430463347	0.3	0.301385780344619	0.1
ENSG00000025708	TYMP	2.02352347508256e-08	1.3	2.31841196494264e-09	1.1
ENSG00000025770	NCAPH2	0.672051394367886	0.1	0.352309080054497	-0.1
ENSG00000025772	TOMM34	0.5991334867662	0.1	0.335893501204088	0.1
ENSG00000025796	SEC63	0.415654252654766	-0.1	0.0564199116316979	0.1
ENSG00000025800	KPNA6	0.467238508435232	-0.1	0.99124828860537	0
ENSG00000026025	VIM	0.805923102843127	0.1	0.062777478304339	0.3
ENSG00000026036	RTEL1-TNFRSF6B	0.73395986775004	0.1	0.0773407761199394	0.3
ENSG00000026103	FAS	0.00715804685404444	0.4	2.53373107391863e-08	0.5
ENSG00000026297	RNASET2	0.417517632200287	0.2	0.91274875229618	0
ENSG00000026508	CD44	0.727851373442724	0.1	0.0119924551722163	0.4
ENSG00000026559	KCNG1	0.0065875363136297	-0.7	1.32136088315346e-06	-0.8
ENSG00000026652	AGPAT4	0.269697147349316	0.3	4.13002710670148e-05	0.7
ENSG00000026751	SLAMF7	4.82747158325495e-07	1.1	7.82464032175394e-16	1.2
ENSG00000026950	BTN3A1	2.52395264842413e-06	0.6	5.79876742955605e-07	0.4
ENSG00000027001	MIPEP	0.601412534303209	0.1	0.095265263956642	0.1
ENSG00000027075	PRKCH	0.205073472050397	-0.2	0.15573419980745	-0.1
ENSG00000027644	INSRR	0.00947300862576163	-1.1	5.07021464718347e-07	-1.3
ENSG00000027697	IFNGR1	0.609310924842335	0.1	0.826634647966816	0
ENSG00000027847	B4GALT7	0.00639675968598186	0.4	0.000720784877295374	0.3
ENSG00000027869	SH2D2A	0.02719684490978	0.5	0.0850534725658773	0.3
ENSG00000028116	VRK2	0.571475312728536	0.2	2.24732382528295e-05	0.5
ENSG00000028137	TNFRSF1B	0.0201105459073238	0.4	0.000161718172911641	0.5
ENSG00000028203	VEZT	0.145261979436827	-0.2	0.267914216202046	-0.1
ENSG00000028277	POU2F2	0.0669665934131902	-0.7	0.000487515596400829	-0.7
ENSG00000028310	BRD9	0.491704442890579	0.1	0.110326488555464	-0.1
ENSG00000028528	SNX1	0.687183567154216	0	0.315820672661755	0
ENSG00000028839	TBPL1	0.961370641988088	0	0.861337004505082	0
ENSG00000029153	ARNTL2	0.0800228868660522	0.4	1.25150524739088e-07	0.7
ENSG00000029363	BCLAF1	0.191616374990341	-0.1	0.0375187758978722	-0.1
ENSG00000029364	SLC39A9	0.123080286518436	-0.2	0.260103821480507	-0.1
ENSG00000029534	ANK1	0.315637722696987	0.4	0.000103982533788582	0.8
ENSG00000029559	IBSP	NA	0.1	0.178009652631235	0.7
ENSG00000029639	TFB1M	0.728129093859571	-0.1	0.124797161133797	0.1
ENSG00000029725	RABEP1	0.108484016783931	-0.2	0.0242366346129734	-0.1
ENSG00000029993	HMGB3	0.338867585207665	0.2	0.00945113231414044	0.3
ENSG00000030066	NUP160	0.202376210112333	-0.2	0.998014944712431	0
ENSG00000030110	BAK1	0.019853207800303	0.4	0.000623853275802505	0.3
ENSG00000030304	MUSK	0.340394242789566	-0.4	0.0209173147515435	-0.4
ENSG00000030419	IKZF2	0.574905686018529	-0.2	0.567859157226921	0.1
ENSG00000030582	GRN	0.158992916144168	0.3	0.00125680896466108	0.3
ENSG00000031003	FAM13B	0.113363807779321	-0.3	0.141788722938213	-0.1
ENSG00000031081	ARHGAP31	0.76474370096921	0.1	0.000288159507954275	0.5
ENSG00000031691	CENPQ	0.835789207025873	-0.1	0.296121113579604	0.1
ENSG00000031698	SARS1	0.906320182900691	0	0.87142639558706	0
ENSG00000031823	RANBP3	0.387082573554325	0.1	0.653126453231063	0
ENSG00000032219	ARID4A	0.0439118176774135	-0.3	0.00697535036158138	-0.2
ENSG00000032389	EIPR1	0.00368051088208396	0.3	8.13855672776617e-06	0.3
ENSG00000032444	PNPLA6	0.999946216800775	0	0.0054470619193191	-0.2
ENSG00000032742	IFT88	0.918407983942441	0	0.100117712213598	-0.1
ENSG00000033011	ALG1	0.36756401971307	0.1	4.4244484335113e-06	0.3
ENSG00000033030	ZCCHC8	0.350218502366769	-0.1	0.00979780617073882	-0.1
ENSG00000033050	ABCF2	0.0944068686679357	-0.1	0.775718751123062	0
ENSG00000033100	CHPF2	0.000198975103970063	0.4	1.71661322748478e-11	0.4
ENSG00000033122	LRRC7	0.391409269738053	-0.3	0.0349451898756266	-0.3
ENSG00000033170	FUT8	0.752377558504896	0	0.0232128645351509	0.2
ENSG00000033178	UBA6	0.125882778090895	0.2	5.38068902567682e-05	0.3
ENSG00000033327	GAB2	0.367171143461724	-0.1	0.574324632816368	0.1
ENSG00000033627	ATP6V0A1	0.284514789357338	-0.2	6.00778478436864e-06	-0.3
ENSG00000033800	PIAS1	0.320764001642162	-0.1	0.323593603326261	-0.1
ENSG00000033867	SLC4A7	0.409825727158208	-0.2	0.114329750395576	-0.2
ENSG00000034053	APBA2	0.300218818477489	0.3	0.0073323583787459	0.5
ENSG00000034152	MAP2K3	0.459998275914062	0.1	0.186394825627692	0.1
ENSG00000034239	EFCAB1	0.532910405396526	-0.3	0.141769175287593	-0.3
ENSG00000034510	TMSB10	0.554311154346307	0.2	0.600106240087018	0.1
ENSG00000034533	ASTE1	0.000394198775440845	-0.5	9.74765314415711e-08	-0.4
ENSG00000034677	RNF19A	0.747170060524547	-0.1	0.00689415894862767	-0.2
ENSG00000034693	PEX3	0.463590798330484	-0.1	0.0938868228817271	-0.1
ENSG00000034713	GABARAPL2	0.889238409070587	0	0.170662505986883	-0.1
ENSG00000034971	MYOC	NA	0.2	0.21495182206059	-0.6
ENSG00000035115	SH3YL1	0.410883099296956	-0.2	0.15147601250838	-0.2
ENSG00000035141	FAM136A	0.873175973117027	0	0.798495208957558	0
ENSG00000035403	VCL	0.672051394367886	0.1	1.02198943533131e-06	0.4
ENSG00000035499	DEPDC1B	0.663078751509345	-0.1	0.999763971235253	0
ENSG00000035664	DAPK2	0.195038730979129	-0.4	1.06259289079388e-07	-0.7
ENSG00000035681	NSMAF	0.475187895361156	0.1	0.0986816643436006	0.1
ENSG00000035687	ADSS2	0.552516506661796	-0.1	0.203524893887744	0.1
ENSG00000035720	STAP1	0.228087618406306	-0.5	0.0778970232414677	-0.4
ENSG00000035862	TIMP2	0.761894165625906	0.1	0.000659243162582356	0.5
ENSG00000035928	RFC1	0.0172792924514813	-0.2	0.00470433997073156	-0.1
ENSG00000036054	TBC1D23	0.345134273374495	-0.2	0.703998738632666	0
ENSG00000036257	CUL3	0.00720023616706445	-0.3	0.114972816119772	-0.1
ENSG00000036448	MYOM2	0.693976751819134	-0.1	0.172226825202199	-0.2
ENSG00000036473	OTC	0.0501819887799288	-0.6	0.0162368390225584	-0.6
ENSG00000036530	CYP46A1	0.762546961554939	-0.1	0.01735918063267	-0.4
ENSG00000036549	ZZZ3	0.173990403999943	-0.2	0.446774069411076	-0.1
ENSG00000036565	SLC18A1	0.747281042371736	0.1	0.917407364343097	0
ENSG00000036672	USP2	0.0369411316592465	-0.8	2.9147887474509e-07	-1.2
ENSG00000036828	CASR	0.109687040554514	-0.7	0.0164797404874155	-0.6
ENSG00000037042	TUBG2	0.0363083460737908	0.4	0.0392227006288247	0.2
ENSG00000037241	RPL26L1	0.101821541840435	0.3	0.0291702632287519	0.2
ENSG00000037280	FLT4	0.738980002775166	0.1	0.158971601374693	0.2
ENSG00000037474	NSUN2	0.748178988506981	0	0.674944623166346	0
ENSG00000037637	FBXO42	0.0602139221394955	-0.1	0.828064300995232	0
ENSG00000037749	MFAP3	0.753078477119227	-0.1	0.24016144094659	0.2
ENSG00000037757	MRI1	0.641714906220992	-0.1	0.15092111975037	-0.2
ENSG00000037897	METTL1	0.0297420879419764	0.4	1.00495915648691e-05	0.5
ENSG00000037965	HOXC8	0.760583589536423	-0.1	0.350694445282058	0.2
ENSG00000038002	AGA	0.845293007661849	0	0.420467044518705	0.1
ENSG00000038210	PI4K2B	0.972078622235207	0	0.610637842480244	0.1
ENSG00000038219	BOD1L1	0.0499040924054002	-0.4	0.0165096014628065	-0.2
ENSG00000038274	MAT2B	0.431712340923172	-0.1	0.719827185902539	0
ENSG00000038295	TLL1	0.000182890061711804	-0.8	2.86282356267761e-10	-0.8
ENSG00000038358	EDC4	0.668800890982365	-0.1	0.293614262267456	-0.2
ENSG00000038382	TRIO	0.984972701071418	0	0.0331338610658168	0.2
ENSG00000038427	VCAN	0.00226229554280367	0.7	3.57759270723568e-16	1.4
ENSG00000038532	CLEC16A	0.148674569625663	-0.1	0.0128725698048303	-0.1
ENSG00000038945	MSR1	0.0025368748907728	0.7	7.78151170737477e-16	1.2
ENSG00000039068	CDH1	0.314453325274043	-0.3	0.195598648590595	-0.2
ENSG00000039123	MTREX	0.463753880546893	-0.1	0.797168233741012	0
ENSG00000039139	DNAH5	0.629412417776386	-0.2	0.604814913697021	0.2
ENSG00000039319	ZFYVE16	0.274912049786967	0.2	7.16315447857949e-05	0.3
ENSG00000039523	RIPOR1	0.53739229069761	0.2	0.244837445573148	0.2
ENSG00000039537	C6	9.15032996997308e-06	-1.8	5.1937362234139e-24	-2.8
ENSG00000039560	RAI14	0.890447669386837	-0.1	0.00542716926697506	0.5
ENSG00000039600	SOX30	0.513314456279216	-0.2	0.757950407065176	0.1
ENSG00000039650	PNKP	0.0412335626761573	0.3	0.0179946525042995	0.2
ENSG00000039987	BEST2	0.075545096511989	0.9	0.0596544803337888	0.7
ENSG00000040199	PHLPP2	0.0430695936250995	-0.7	4.03352317363488e-05	-0.8
ENSG00000040275	SPDL1	0.687960839634271	0.1	0.119013091741709	0.1
ENSG00000040341	STAU2	0.00573539307882013	-0.6	3.99079642280705e-09	-0.6
ENSG00000040487	SLC66A1	0.976989370508868	0	4.73724543300614e-05	-0.4
ENSG00000040531	CTNS	0.0499040924054002	0.2	0.000424778898078262	0.2
ENSG00000040608	RTN4R	0.721286784324206	-0.1	0.00222057159206292	-0.3
ENSG00000040633	PHF23	0.639739704774482	0.1	0.00849407373023921	0.2
ENSG00000040731	CDH10	0.599179115110376	-0.3	0.368628167861776	-0.3
ENSG00000040933	INPP4A	0.931124508946946	0	0.449007087640331	0.1
ENSG00000041353	RAB27B	0.732584112108887	0.1	0.0191876389103309	0.3
ENSG00000041357	PSMA4	0.167380423336627	0.3	0.132122048373595	0.2
ENSG00000041515	MYO16	0.318975716054955	-0.5	0.000294402899376877	-0.9
ENSG00000041802	LSG1	0.228690590835233	-0.1	4.62240173874918e-05	-0.2
ENSG00000041880	PARP3	0.12195137431997	0.3	0.868724394157071	0
ENSG00000041982	TNC	0.698382261173516	-0.2	0.0533177780557206	0.5
ENSG00000041988	THAP3	0.729913949565749	0.1	0.185108135453963	-0.1
ENSG00000042062	RIPOR3	3.92427987248358e-06	1.1	6.34779649212482e-16	1.4
ENSG00000042088	TDP1	0.708304620580538	-0.1	0.521019642155133	-0.1
ENSG00000042286	AIFM2	0.817304212261086	0	0.311900872720685	0.1
ENSG00000042304	C2orf83	0.530007512742745	-0.4	0.442361888992666	-0.2
ENSG00000042317	SPATA7	0.725457709859196	0.1	0.0193934613364027	0.2
ENSG00000042429	MED17	0.108550149342584	-0.2	0.000262617947073248	-0.2
ENSG00000042445	RETSAT	0.0284499608642904	-0.6	5.18633418298211e-05	-0.7
ENSG00000042493	CAPG	0.0423907589573555	0.5	3.88974282359037e-05	0.6
ENSG00000042753	AP2S1	0.733186755663505	0.1	0.973957798331044	0
ENSG00000042781	USH2A	0.445408046874206	0.4	0.192285938584739	-0.3
ENSG00000042813	ZPBP	NA	0.1	NA	-0.2
ENSG00000042832	TG	0.488105121312244	-0.3	0.579094002568875	0.1
ENSG00000042980	ADAM28	0.0573585068500232	0.4	0.357024936663661	0.1
ENSG00000043039	BARX2	0.911322576905291	0	0.403815908205598	-0.2
ENSG00000043093	DCUN1D1	0.0310037115509331	-0.2	0.706079419265765	0
ENSG00000043143	JADE2	0.122723806911156	-0.2	0.00128340701488879	-0.2
ENSG00000043355	ZIC2	NA	-0.1	0.863261433431153	0.1
ENSG00000043462	LCP2	0.0237696278402482	0.5	4.17058032966798e-07	0.7
ENSG00000043514	TRIT1	0.12944750498528	0.2	0.921349667118708	0
ENSG00000043591	ADRB1	0.145223151033483	-0.5	1.84292192550989e-05	-0.9
ENSG00000044012	GUCA2B	0.11884750270212	-0.8	2.68442802662901e-07	-1.7
ENSG00000044090	CUL7	0.201608789868255	0.2	0.0477988697775766	0.1
ENSG00000044115	CTNNA1	0.764358800536209	-0.1	0.789074436407918	0
ENSG00000044446	PHKA2	0.23744589862	-0.2	1.38728996083474e-08	-0.4
ENSG00000044459	CNTLN	0.987738590182985	0	0.000206251790762899	0.3
ENSG00000044524	EPHA3	0.202337150322971	-0.4	0.61744573380161	-0.1
ENSG00000044574	HSPA5	0.0229921849679189	0.4	7.16816846348031e-05	0.4
ENSG00000046604	DSG2	0.532997157167907	-0.2	0.965576201973036	0
ENSG00000046647	GEMIN8	0.561421891307711	0.1	0.00526521580006818	0.2
ENSG00000046651	OFD1	0.583733846356351	-0.1	1.63242673845347e-05	-0.4
ENSG00000046653	GPM6B	0.995691931367261	0	0.000625893111078139	0.6
ENSG00000046774	MAGEC2	NA	0	NA	0
ENSG00000046889	PREX2	0.415654252654766	-0.2	0.599538573091076	0.1
ENSG00000047056	WDR37	0.784543042586101	0	0.423461251529623	0
ENSG00000047188	YTHDC2	0.834980094369515	0	0.731288432021159	0
ENSG00000047230	CTPS2	0.131918008136007	-0.2	0.000229549978806445	-0.3
ENSG00000047249	ATP6V1H	0.41472879921074	0.1	0.000969924195620286	0.2
ENSG00000047315	POLR2B	0.422907857872528	-0.1	0.839342474070634	0
ENSG00000047346	FAM214A	0.510955330777604	-0.1	0.0496277798118094	-0.2
ENSG00000047365	ARAP2	0.425102569887183	-0.2	0.110758343958121	-0.1
ENSG00000047410	TPR	0.465119230760634	-0.1	0.360369978927805	-0.1
ENSG00000047457	CP	0.079326169085014	0.5	9.89777487387202e-05	0.6
ENSG00000047578	KATNIP	0.331095721339925	-0.2	0.012996318655929	-0.2
ENSG00000047579	DTNBP1	0.542505689250221	-0.1	0.145172282849805	-0.1
ENSG00000047597	XK	0.277720986250898	-0.4	0.392417116949883	-0.2
ENSG00000047617	ANO2	0.00735802745010965	0.8	4.93690470271577e-07	0.8
ENSG00000047621	C12orf4	0.216226596146995	0.1	0.00045091028190162	0.2
ENSG00000047634	SCML1	0.573918759629136	0.1	0.420467044518705	0.1
ENSG00000047644	WWC3	0.788332154512374	-0.1	0.980068893709217	0
ENSG00000047648	ARHGAP6	0.452341493165483	0.2	9.4140573010578e-05	0.4
ENSG00000047662	FAM184B	0.681274396379783	-0.2	0.866985724473947	0.1
ENSG00000047849	MAP4	0.92653904651467	0	0.411546022942153	0.1
ENSG00000047932	GOPC	0.838921326880439	0	0.423375378212288	0.1
ENSG00000047936	ROS1	0.0213381761057704	-0.9	0.0312741429544795	-0.5
ENSG00000048028	USP28	0.452846855875323	-0.1	0.965506344744639	0
ENSG00000048052	HDAC9	0.61087788228765	-0.2	0.406527440691091	-0.2
ENSG00000048140	TSPAN17	0.193411075226023	0.2	0.104694766381516	0.1
ENSG00000048162	NOP16	0.31217044294531	0.2	0.110741411003488	0.1
ENSG00000048342	CC2D2A	0.889238409070587	0	0.0168180958530263	0.2
ENSG00000048392	RRM2B	0.0649790022127839	-0.3	0.601662177732146	-0.1
ENSG00000048405	ZNF800	0.216768952811851	-0.2	0.186534757549439	-0.1
ENSG00000048462	TNFRSF17	0.0010145358408968	0.9	1.25545774620747e-07	0.8
ENSG00000048471	SNX29	0.600622761069335	-0.2	0.816550201163591	0
ENSG00000048540	LMO3	0.472596484983205	-0.3	0.984550279085212	0
ENSG00000048544	MRPS10	0.397484302162137	0.1	0.101372976908387	0.1
ENSG00000048545	GUCA1A	0.00518298281799682	-1.2	0.0676934327773362	-0.6
ENSG00000048649	RSF1	0.0438028027292584	-0.3	0.084139546955193	-0.1
ENSG00000048707	VPS13D	0.354211252171853	-0.2	0.0452298241328224	-0.2
ENSG00000048740	CELF2	0.843328750786966	-0.1	0.812712723645251	0
ENSG00000048828	FAM120A	0.585089942045491	0.1	2.27592211581839e-05	0.2
ENSG00000048991	R3HDM1	0.93227233485534	0	0.0674980940891828	0.1
ENSG00000049089	COL9A2	0.00102798133006268	0.8	0.00163160313648105	0.4
ENSG00000049130	KITLG	0.955225227332095	0	0.0230916685505661	0.3
ENSG00000049167	ERCC8	0.623790287624536	-0.1	0.00120560945328584	0.2
ENSG00000049192	ADAMTS6	0.271821518723776	0.4	0.022249626950074	0.5
ENSG00000049239	H6PD	0.856904926194991	0	0.490484375423202	0.1
ENSG00000049245	VAMP3	0.58615765312959	-0.1	0.894642727463316	0
ENSG00000049246	PER3	0.0952775110647111	-0.5	0.00306004638761411	-0.5
ENSG00000049247	UTS2	0.908507609128899	0.1	0.611787575520426	0.2
ENSG00000049249	TNFRSF9	0.973303627705619	0	0.725076416191183	0.1
ENSG00000049283	EPN3	0.195570177886679	0.5	0.0093053823435737	0.6
ENSG00000049323	LTBP1	0.224399780943524	-0.3	0.290157032093448	0.2
ENSG00000049449	RCN1	6.15243088399279e-06	0.6	8.97761047374862e-18	0.7
ENSG00000049540	ELN	0.479379087990841	-0.2	0.358300684777965	-0.2
ENSG00000049541	RFC2	0.781234299849686	0	0.133876124550242	0.1
ENSG00000049618	ARID1B	0.0520918506506715	-0.3	0.00168999005793538	-0.2
