geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0070371	ERK1 and ERK2 cascade	http://amigo.geneontology.org/amigo/term/GO:0070371	326	23	9.885459579928412	2.326649541585254	1.5874333117249506e-4	0.002839235391854239	650;673;2042;2045;2051;2066;2261;2633;3791;3815;4919;4920;5314;5590;5609;5979;6098;7074;8792;55294;80310;81848;201163	BMP2;BRAF;EPHA3;EPHA7;EPHB6;ERBB4;FBXW7;FGFR3;FLCN;GBP1;KDR;KIT;MAP2K7;PDGFD;PKHD1;PRKCZ;RET;ROR1;ROR2;ROS1;SPRY4;TIAM1;TNFRSF11A
GO:0031098	stress-activated protein kinase signaling cascade	http://amigo.geneontology.org/amigo/term/GO:0031098	305	22	9.248666171405416	2.378721384497426	1.6033329271647467e-4	0.002839235391854239	355;650;1147;2074;2308;4920;5063;5187;5585;5601;5606;5609;6416;7074;8322;8737;8792;9770;9839;23043;54106;55872	BMP2;CHUK;ERCC6;FAS;FOXO1;FZD4;MAP2K3;MAP2K4;MAP2K7;MAPK9;PAK3;PBK;PER1;PKN1;RASSF2;RIPK1;ROR2;TIAM1;TLR9;TNFRSF11A;TNIK;ZEB2
GO:0018210	peptidyl-threonine modification	http://amigo.geneontology.org/amigo/term/GO:0018210	114	12	3.4568785034105494	3.4713398194818894	1.75597409720063e-4	0.0029504709257185033	790;801;1981;5579;5585;5587;6872;7048;8558;29110;65125;122011	CAD;CALM1;CDK10;CSNK1A1L;EIF4G1;PKN1;PRKCB;PRKD1;TAF1;TBK1;TGFBR2;WNK1
GO:0008202	steroid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0008202	307	22	9.309313162693321	2.3632248282466284	1.7599204678231395e-4	0.0029504709257185033	19;31;338;341;650;654;1958;3815;4036;5007;6095;6653;6667;6696;6721;7421;7533;8029;10202;26119;51141;51741	ABCA1;ACACA;APOB;APOC1;BMP2;BMP6;CUBN;DHRS2;EGR1;INSIG2;KIT;LDLRAP1;LRP2;OSBP;RORA;SORL1;SP1;SPP1;SREBF2;VDR;WWOX;YWHAH
GO:0009743	response to carbohydrate	http://amigo.geneontology.org/amigo/term/GO:0009743	225	18	6.822786519889242	2.638218262806236	1.770282555431102e-4	0.0029504709257185033	114;338;1958;2030;2692;4087;5211;5290;5579;5581;5798;5799;6198;6416;6934;7048;7074;10497	ADCY8;APOB;EGR1;GHRHR;MAP2K4;PFKL;PIK3CA;PRKCB;PRKCE;PTPRN;PTPRN2;RPS6KB1;SLC29A1;SMAD2;TCF7L2;TGFBR2;TIAM1;UNC13B
GO:0030900	forebrain development	http://amigo.geneontology.org/amigo/term/GO:0030900	375	25	11.37131086648207	2.1985152190051966	2.0167355017286503e-4	0.0032965868778256787	493;650;657;999;1281;1499;2066;2692;2737;3280;3361;3845;4035;4036;4763;5802;5915;7515;9839;10579;51176;57142;64919;81565;152789	ATP2B4;BCL11B;BMP2;BMPR1A;CDH1;COL3A1;CTNNB1;ERBB4;GHRHR;GLI3;HES1;HTR5A;JAKMIP1;KRAS;LEF1;LRP1;LRP2;NDEL1;NF1;PTPRS;RARB;RTN4;TACC2;XRCC1;ZEB2
GO:0038034	signal transduction in absence of ligand	http://amigo.geneontology.org/amigo/term/GO:0038034	69	9	2.0923211994327007	4.3014428197927765	2.2578314187349235e-4	0.003621050388537141	1613;1630;2070;4254;4763;5519;5979;8737;51741	DAPK3;DCC;EYA4;KITLG;NF1;PPP2R1B;RET;RIPK1;WWOX
GO:0007517	muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0007517	380	25	11.52292834470183	2.169587387176181	2.469020401987265e-4	0.0038864210031281025	650;657;688;891;1106;1281;1499;1756;1958;2033;2066;3627;4036;4763;5292;6198;6525;7048;7881;8928;9328;9472;26508;51176;60485	AKAP6;BMP2;BMPR1A;CCNB1;CHD2;COL3A1;CTNNB1;CXCL10;DMD;EGR1;EP300;ERBB4;FOXH1;GTF3C5;HEYL;KCNAB1;KLF5;LEF1;LRP2;NF1;PIM1;RPS6KB1;SAV1;SMTN;TGFBR2
GO:0060541	respiratory system development	http://amigo.geneontology.org/amigo/term/GO:0060541	193	16	5.852434659282772	2.7339049355505036	2.6811412099125853e-4	0.004143581869864904	657;1499;1896;2033;2737;3280;3845;4087;4846;7048;7881;23152;51176;55294;60485;83931	BMPR1A;CIC;CTNNB1;EDA;EP300;FBXW7;GLI3;HES1;KCNAB1;KRAS;LEF1;NOS3;SAV1;SMAD2;STK40;TGFBR2
GO:0006284	base-excision repair	http://amigo.geneontology.org/amigo/term/GO:0006284	43	7	1.303910312689944	5.368467395245247	2.816542436414604e-4	0.004275109055272167	2074;3978;3980;4595;7157;7486;7515	ERCC6;LIG1;LIG3;MUTYH;TP53;WRN;XRCC1
GO:0048705	skeletal system morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048705	234	18	7.095697980684811	2.536748329621381	2.872459865613797e-4	0.004283492782055661	302;654;1499;2261;2737;2778;4087;4256;4313;4322;4920;5027;5915;7048;25902;51141;51741;57453	ANXA2;BMP6;CTNNB1;DSCAML1;FGFR3;GLI3;GNAS;INSIG2;MGP;MMP13;MMP2;MTHFD1L;P2RX7;RARB;ROR2;SMAD2;TGFBR2;WWOX
GO:1901987	regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901987	386	25	11.704869318565544	2.135863230898831	3.1285744681897043e-4	0.004584979824071118	324;472;493;699;701;891;1981;2033;2956;3161;4085;4751;6790;6872;7157;8556;8558;9787;10142;11200;22974;22981;29945;55294;79858	AKAP9;ANAPC4;APC;ATM;ATP2B4;AURKA;BUB1;BUB1B;CCNB1;CDC14A;CDK10;CHEK2;DLGAP5;EIF4G1;EP300;FBXW7;HMMR;MAD2L1;MSH6;NEK11;NEK2;NINL;TAF1;TP53;TPX2
GO:0031346	positive regulation of cell projection organization	http://amigo.geneontology.org/amigo/term/GO:0031346	365	24	11.068075910042548	2.168398572169509	3.296525659943761e-4	0.004749231882969825	324;673;816;1272;1523;2033;2042;3815;4131;5027;5063;5587;5789;5979;7074;8322;8997;9839;29904;50944;51760;57175;57787;81565	APC;BRAF;CAMK2B;CNTN1;CORO1B;CUX1;EEF2K;EP300;EPHA3;FZD4;KALRN;KIT;MAP1B;MARK4;NDEL1;P2RX7;PAK3;PRKD1;PTPRD;RET;SHANK1;SYT17;TIAM1;ZEB2
GO:0043627	response to estrogen	http://amigo.geneontology.org/amigo/term/GO:0043627	73	9	2.2136151820085095	4.065747322817829	3.476126221051423e-4	0.004895512561201067	760;2033;2692;2737;5468;5798;7048;10370;100133941	CA2;CD24;CITED2;EP300;GHRHR;GLI3;PPARG;PTPRN;TGFBR2
GO:1903706	regulation of hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:1903706	389	25	11.7958398054974	2.119391277961308	3.513250190979589e-4	0.004895512561201067	673;760;1499;2033;2737;2778;3280;4179;4254;4763;4920;5579;5588;5590;6929;7048;8737;8861;9770;22985;51176;54106;55294;96459;201163	ACIN1;BRAF;CA2;CD46;CTNNB1;EP300;FBXW7;FLCN;FNIP1;GLI3;GNAS;HES1;KITLG;LDB1;LEF1;NF1;PRKCB;PRKCQ;PRKCZ;RASSF2;RIPK1;ROR2;TCF3;TGFBR2;TLR9
GO:0051932	synaptic transmission, GABAergic	http://amigo.geneontology.org/amigo/term/GO:0051932	45	7	1.3645573039778482	5.129868844345459	3.764794556835316e-4	0.005161411892435514	134;760;2559;3845;4763;5581;9746	ADORA1;CA2;CLSTN3;GABRA6;KRAS;NF1;PRKCE
GO:0045785	positive regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0045785	392	25	11.886810292429256	2.1031714467524205	3.939016492946479e-4	0.0053145460619119156	472;673;811;2737;3280;3572;3791;4179;4811;5063;5290;5581;5588;5590;5795;5979;7048;7052;8728;8861;10076;10370;10563;201163;100133941	ADAM19;ATM;BRAF;CALR;CD24;CD46;CITED2;CXCL13;FLCN;GLI3;HES1;IL6ST;KDR;LDB1;NID1;PAK3;PIK3CA;PRKCE;PRKCQ;PRKCZ;PTPRJ;PTPRU;RET;TGFBR2;TGM2
GO:0002764	immune response-regulating signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0002764	485	29	14.706895387316811	1.9718641654995062	4.0491176031065557e-4	0.005377734316625894	60;338;640;673;801;1147;2033;2219;2633;3815;3845;4772;4893;5063;5290;5579;5581;5583;5588;5601;5795;5802;8737;11213;27040;29110;54106;65125;100133941	ACTB;APOB;BLK;BRAF;CALM1;CD24;CHUK;EP300;FCN1;GBP1;IRAK3;KIT;KRAS;LAT;MAPK9;NFATC1;NRAS;PAK3;PIK3CA;PRKCB;PRKCE;PRKCH;PRKCQ;PTPRJ;PTPRS;RIPK1;TBK1;TLR9;WNK1
GO:0034405	response to fluid shear stress	http://amigo.geneontology.org/amigo/term/GO:0034405	33	6	1.000675356250422	5.9959505972869005	4.151730635878481e-4	0.005429186216148783	19;760;4846;5027;6721;10370	ABCA1;CA2;CITED2;NOS3;P2RX7;SREBF2
GO:0042476	odontogenesis	http://amigo.geneontology.org/amigo/term/GO:0042476	126	12	3.8207604511379754	3.140736027150281	4.4657272461545716e-4	0.005751315392774827	650;657;682;760;1386;1499;1896;2308;2737;8626;51176;64919	ATF2;BCL11B;BMP2;BMPR1A;BSG;CA2;CTNNB1;EDA;FOXO1;GLI3;LEF1;TP63
GO:0035270	endocrine system development	http://amigo.geneontology.org/amigo/term/GO:0035270	128	12	3.8814074424258798	3.0916620267260577	5.15403353296362e-4	0.006538699258237428	650;654;657;673;999;2308;2692;3280;4087;4763;6009;10370	BMP2;BMP6;BMPR1A;BRAF;CDH1;CITED2;FOXO1;GHRHR;HES1;NF1;RHEB;SMAD2
GO:0032409	regulation of transporter activity	http://amigo.geneontology.org/amigo/term/GO:0032409	247	18	7.48990342405619	2.403235259641308	5.498764375906351e-4	0.006873455469882939	60;287;782;783;801;1193;1756;5468;5581;7533;7881;8737;9472;10142;50944;54106;55800;65125	ACTB;AKAP6;AKAP9;ANK2;CACNB1;CACNB2;CALM1;CLIC2;DMD;KCNAB1;PPARG;PRKCE;RIPK1;SCN3B;SHANK1;TLR9;WNK1;YWHAH
GO:0090077	foam cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0090077	35	6	1.0613223475383264	5.653324848870506	5.780673358168897e-4	0.007121119354266033	19;338;2033;5468;5583;5601	ABCA1;APOB;EP300;MAPK9;PPARG;PRKCH
GO:0090150	establishment of protein localization to membrane	http://amigo.geneontology.org/amigo/term/GO:0090150	313	21	9.491254136557034	2.21256323957392	5.900516075356688e-4	0.007160950381670132	134;673;801;3002;6155;6157;6168;6169;6181;6193;6204;6205;6223;6224;7095;7157;7533;8626;11231;60412;100133941	ADORA1;BRAF;CALM1;CD24;EXOC4;GZMB;RPL27;RPL27A;RPL37A;RPL38;RPLP2;RPS10;RPS11;RPS19;RPS20;RPS5;SEC62;SEC63;TP53;TP63;YWHAH
GO:0045165	cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0045165	249	18	7.5505504153440945	2.3839321651863576	6.046974003597327e-4	0.007160950381670132	324;650;657;673;1499;2066;2114;2737;3280;4087;4920;5468;6095;6929;6934;8029;57453;64919	APC;BCL11B;BMP2;BMPR1A;BRAF;CTNNB1;CUBN;DSCAML1;ERBB4;ETS2;GLI3;HES1;PPARG;ROR2;RORA;SMAD2;TCF3;TCF7L2
GO:0030902	hindbrain development	http://amigo.geneontology.org/amigo/term/GO:0030902	149	13	4.518200850948876	2.8772514611141835	6.1042887383711e-4	0.007160950381670132	1272;1499;2895;3280;4538;5802;6095;6712;7515;8322;8861;51176;54806	AHI1;CNTN1;CTNNB1;FZD4;GRID2;HES1;LDB1;LEF1;ND4;PTPRS;RORA;SPTBN2;XRCC1
GO:0048638	regulation of developmental growth	http://amigo.geneontology.org/amigo/term/GO:0048638	314	21	9.521577632200986	2.205516859830054	6.149992680728467e-4	0.007160950381670132	657;891;1630;2045;2066;2261;2692;4131;4133;5290;5292;5802;6198;6696;7048;9472;51760;57142;60485;81565;83481	AKAP6;BMPR1A;CCNB1;DCC;EPHA7;EPPK1;ERBB4;FGFR3;GHRHR;MAP1B;MAP2;NDEL1;PIK3CA;PIM1;PTPRS;RPS6KB1;RTN4;SAV1;SPP1;SYT17;TGFBR2
GO:0071241	cellular response to inorganic substance	http://amigo.geneontology.org/amigo/term/GO:0071241	209	16	6.337610589586006	2.5246107778050106	6.485981682136099e-4	0.007450114094345519	114;654;673;811;891;999;1147;1728;1800;2308;5601;23621;29904;51760;65125;143425	ADCY8;BACE1;BMP6;BRAF;CALR;CCNB1;CDH1;CHUK;DPEP1;EEF2K;FOXO1;MAPK9;NQO1;SYT17;SYT9;WNK1
GO:0042692	muscle cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0042692	338	22	10.249341527655838	2.1464793558334763	6.61941955952372e-4	0.007502008834126883	287;650;811;891;1147;1499;1756;3280;3627;3815;3845;4283;4772;5915;6095;6416;6929;9472;9474;10611;23345;91807	AKAP6;ANK2;ATG5;BMP2;CALR;CCNB1;CHUK;CTNNB1;CXCL10;CXCL9;DMD;HES1;KIT;KRAS;MAP2K4;MYLK3;NFATC1;PDLIM5;RARB;RORA;SYNE1;TCF3
GO:0035265	organ growth	http://amigo.geneontology.org/amigo/term/GO:0035265	170	14	5.154994259471872	2.7158129175946546	6.813606306199649e-4	0.007620480737196976	302;657;891;2066;2261;4087;4322;5292;5915;6416;7048;9472;10611;60485	AKAP6;ANXA2;BMPR1A;CCNB1;ERBB4;FGFR3;MAP2K4;MMP13;PDLIM5;PIM1;RARB;SAV1;SMAD2;TGFBR2
GO:1903829	positive regulation of cellular protein localization	http://amigo.geneontology.org/amigo/term/GO:1903829	317	21	9.612548119132843	2.1846444605256687	6.954138996226877e-4	0.007676646943886813	324;999;2042;2066;2737;3002;4035;5581;5583;6653;6721;6934;7157;7332;7533;8626;10445;55294;56681;57142;57787	APC;CDH1;EPHA3;ERBB4;FBXW7;GLI3;GZMB;LRP1;MARK4;MCRS1;PRKCE;PRKCH;RTN4;SAR1A;SORL1;SREBF2;TCF7L2;TP53;TP63;UBE2L3;YWHAH
GO:0043491	protein kinase B signaling	http://amigo.geneontology.org/amigo/term/GO:0043491	232	17	7.035050989396907	2.4164714691651947	7.306162520568371e-4	0.007875699592908092	1649;2066;2261;3791;3815;4254;5290;5314;5795;5979;6198;6934;7295;9542;10565;57142;201163	ARFGEF1;DDIT3;ERBB4;FGFR3;FLCN;KDR;KIT;KITLG;NRG2;PIK3CA;PKHD1;PTPRJ;RET;RPS6KB1;RTN4;TCF7L2;TXN
GO:0009896	positive regulation of catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009896	409	25	12.402309718376443	2.0157535626575767	7.319767856938109e-4	0.007875699592908092	134;324;472;863;2308;3791;4035;4036;5027;5581;5587;5601;5700;5701;5705;6613;6653;6790;6872;10645;29110;55294;60592;122011;201163	ADORA1;APC;ATM;AURKA;CAMKK2;CBFA2T3;CSNK1A1L;FBXW7;FLCN;FOXO1;KDR;LRP1;LRP2;MAPK9;P2RX7;PRKCE;PRKD1;PSMC1;PSMC2;PSMC5;SCOC;SORL1;SUMO2;TAF1;TBK1
GO:0006401	RNA catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006401	341	22	10.340312014587695	2.1275953732308355	7.442287388985669e-4	0.007907430350797273	472;1153;1981;2935;3842;4292;5520;6036;6155;6157;6168;6169;6181;6193;6204;6205;6223;6224;6418;8241;9924;9967	ATM;CIRBP;EIF4G1;GSPT1;MLH1;PAN2;PPP2R2A;RBM10;RNASE2;RPL27;RPL27A;RPL37A;RPL38;RPLP2;RPS10;RPS11;RPS19;RPS20;RPS5;SET;THRAP3;TNPO1
GO:0006413	translational initiation	http://amigo.geneontology.org/amigo/term/GO:0006413	192	15	5.822111163638819	2.576385022271715	7.69574293971953e-4	0.0080757796281007415	1981;6059;6155;6157;6168;6169;6181;6193;6198;6204;6205;6223;6224;8664;8894	ABCE1;EIF2S2;EIF3D;EIF4G1;RPL27;RPL27A;RPL37A;RPL38;RPLP2;RPS10;RPS11;RPS19;RPS20;RPS5;RPS6KB1
GO:0006605	protein targeting	http://amigo.geneontology.org/amigo/term/GO:0006605	412	25	12.4932802053083	2.001075745453759	8.126148182829862e-4	0.008161795681732456	134;189;4924;6155;6157;6168;6169;6181;6193;6204;6205;6223;6224;6653;6721;7095;7332;7385;9472;9590;10440;11231;55294;60412;196743	ADORA1;AGXT;AKAP12;AKAP6;EXOC4;FBXW7;NUCB1;PAOX;RPL27;RPL27A;RPL37A;RPL38;RPLP2;RPS10;RPS11;RPS19;RPS20;RPS5;SEC62;SEC63;SORL1;SREBF2;TIMM17A;UBE2L3;UQCRC2
GO:0048285	organelle fission	http://amigo.geneontology.org/amigo/term/GO:0048285	459	27	13.918484500574053	1.9398663697104677	8.147061571999181e-4	0.008161795681732456	324;472;699;701;811;891;899;1613;3791;4085;4292;4438;4751;6773;6790;8556;9787;11200;22974;23397;25788;27030;29945;55023;56159;81565;245711	ANAPC4;APC;ATM;AURKA;BUB1;BUB1B;CALR;CCNB1;CCNF;CDC14A;CHEK2;DAPK3;DLGAP5;KDR;MAD2L1;MLH1;MLH3;MSH4;NCAPH;NDEL1;NEK2;PHIP;RAD54B;SPDYA;STAT2;TEX11;TPX2
GO:0050878	regulation of body fluid levels	http://amigo.geneontology.org/amigo/term/GO:0050878	483	28	14.646248396028906	1.9117523643523449	8.20904058724814e-4	0.008161795681732456	60;114;134;302;790;1281;1448;2030;2066;2153;2692;2778;4846;5027;5290;5579;5581;5583;5588;5627;5657;6338;6340;7421;8626;8997;9474;65125	ACTB;ADCY8;ADORA1;ANXA2;ATG5;CAD;COL3A1;CSN3;ERBB4;F5;GHRHR;GNAS;KALRN;NOS3;P2RX7;PIK3CA;PRKCB;PRKCE;PRKCH;PRKCQ;PROS1;PRTN3;SCNN1B;SCNN1G;SLC29A1;TP63;VDR;WNK1
GO:0002200	somatic diversification of immune receptors	http://amigo.geneontology.org/amigo/term/GO:0002200	66	8	2.001350712500844	3.997300398191267	8.257816807399898e-4	0.008161795681732456	2956;3978;3980;4292;4436;6929;51176;64919	BCL11B;LEF1;LIG1;LIG3;MLH1;MSH2;MSH6;TCF3
GO:1904888	cranial skeletal system development	http://amigo.geneontology.org/amigo/term/GO:1904888	66	8	2.001350712500844	3.997300398191267	8.257816807399898e-4	0.008161795681732456	1499;2737;2778;4087;7048;8626;25902;51141	CTNNB1;GLI3;GNAS;INSIG2;MTHFD1L;SMAD2;TGFBR2;TP63
GO:0007265	Ras protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0007265	437	26	13.251367596407105	1.9620616370984594	8.584987757366269e-4	0.008387631716967044	19;1147;1281;3845;4254;4763;4893;5587;5878;5900;5924;7074;7157;8997;9138;9908;10565;23101;23682;27040;55160;56882;64411;80243;81848;201163	ABCA1;ARAP3;ARFGEF1;ARHGEF1;ARHGEF10L;CDC42SE1;CHUK;COL3A1;FLCN;G3BP2;KALRN;KITLG;KRAS;LAT;MCF2L2;NF1;NRAS;PREX2;PRKD1;RAB38;RAB5C;RALGDS;RASGRF2;SPRY4;TIAM1;TP53
GO:0060840	artery development	http://amigo.geneontology.org/amigo/term/GO:0060840	83	9	2.5168501384480315	3.5758982477795365	9.017624551177494e-4	0.008694832257103399	338;657;1281;2737;3280;4035;4036;4763;8928	APOB;BMPR1A;COL3A1;FOXH1;GLI3;HES1;LRP1;LRP2;NF1
GO:0009755	hormone-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0009755	237	17	7.186668467616668	2.365491058423313	9.264745582810985e-4	0.008694832257103399	811;1499;2033;2692;4306;5187;5468;5915;6095;6872;7421;7533;8626;8928;9967;26508;51176	CALR;CTNNB1;EP300;FOXH1;GHRHR;HEYL;LEF1;NR3C2;PER1;PPARG;RARB;RORA;TAF1;THRAP3;TP63;VDR;YWHAH
GO:0044772	mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:0044772	487	28	14.767542378604714	1.8960500862057137	9.308585122310697e-4	0.008694832257103399	324;472;699;701;801;891;1981;2033;2935;2956;3161;4085;4751;5422;5520;6198;6790;7157;8556;8558;9787;10142;11200;22974;22981;29945;79858;245711	AKAP9;ANAPC4;APC;ATM;AURKA;BUB1;BUB1B;CALM1;CCNB1;CDC14A;CDK10;CHEK2;DLGAP5;EIF4G1;EP300;GSPT1;HMMR;MAD2L1;MSH6;NEK11;NEK2;NINL;POLA1;PPP2R2A;RPS6KB1;SPDYA;TP53;TPX2
GO:1901652	response to peptide	http://amigo.geneontology.org/amigo/term/GO:1901652	487	28	14.767542378604714	1.8960500862057137	9.308585122310697e-4	0.008694832257103399	114;324;673;682;688;760;782;790;1958;2308;2692;3484;4035;5290;5468;5579;5588;5590;5798;6198;6667;7157;8471;23621;29904;51141;55023;81565	ADCY8;APC;BACE1;BRAF;BSG;CA2;CACNB1;CAD;EEF2K;EGR1;FOXO1;GHRHR;IGFBP1;INSIG2;IRS4;KLF5;LRP1;NDEL1;PHIP;PIK3CA;PPARG;PRKCB;PRKCQ;PRKCZ;PTPRN;RPS6KB1;SP1;TP53
GO:0042176	regulation of protein catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042176	370	23	11.219693388262309	2.0499668933967374	9.424761182010855e-4	0.008707659787727421	302;324;369;863;999;2308;4035;4036;4085;5476;5601;5700;5701;5705;6613;6653;6790;6872;11200;11213;55294;55872;122011	ANXA2;APC;ARAF;AURKA;CBFA2T3;CDH1;CHEK2;CSNK1A1L;CTSA;FBXW7;FOXO1;IRAK3;LRP1;LRP2;MAD2L1;MAPK9;PBK;PSMC1;PSMC2;PSMC5;SORL1;SUMO2;TAF1
GO:0006909	phagocytosis	http://amigo.geneontology.org/amigo/term/GO:0006909	238	17	7.21699196326062	2.355552020362711	9.705961300369159e-4	0.008871039898186866	19;60;134;811;2219;2220;4035;5027;5290;5468;5581;5657;5795;7052;9474;22918;56882	ABCA1;ACTB;ADORA1;ATG5;CALR;CD93;CDC42SE1;FCN1;FCN2;LRP1;P2RX7;PIK3CA;PPARG;PRKCE;PRTN3;PTPRJ;TGM2
GO:0009314	response to radiation	http://amigo.geneontology.org/amigo/term/GO:0009314	443	26	13.433308570270817	1.9354874388533336	0.0010458698634291386	0.0094573338714337	472;673;801;1153;1281;1958;2033;2074;2956;3627;3815;3845;4436;4763;5187;5422;5609;6872;7157;7295;7486;8792;10522;11200;23621;55872	ATM;BACE1;BRAF;CALM1;CHEK2;CIRBP;COL3A1;CXCL10;DEAF1;EGR1;EP300;ERCC6;KIT;KRAS;MAP2K7;MSH2;MSH6;NF1;PBK;PER1;POLA1;TAF1;TNFRSF11A;TP53;TXN;WRN
GO:0097191	extrinsic apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0097191	220	16	6.671169041669481	2.39838023891476	0.0011220686108934785	0.010039561255362702	355;1613;1630;2070;2261;4254;4763;4846;5027;5519;5979;6198;6934;8737;51741;55023	DAPK3;DCC;EYA4;FAS;FGFR3;KITLG;NF1;NOS3;P2RX7;PHIP;PPP2R1B;RET;RIPK1;RPS6KB1;TCF7L2;WWOX
GO:0032386	regulation of intracellular transport	http://amigo.geneontology.org/amigo/term/GO:0032386	422	25	12.796515161747822	1.953656888926419	0.0011398562249550492	0.010092476991789497	302;673;783;801;999;2737;4131;4133;4763;4924;5579;6653;6721;6934;7157;7295;7332;10497;23621;26119;55294;56681;57617;81565;143425	ANXA2;BACE1;BRAF;CACNB2;CALM1;CDH1;FBXW7;GLI3;LDLRAP1;MAP1B;MAP2;NDEL1;NF1;NUCB1;PRKCB;SAR1A;SORL1;SREBF2;SYT9;TCF7L2;TP53;TXN;UBE2L3;UNC13B;VPS18
GO:0003012	muscle system process	http://amigo.geneontology.org/amigo/term/GO:0003012	423	25	12.826838657391775	1.949038314720919	0.0011781188401693843	0.010323721795298729	134;287;493;783;801;816;818;1147;1193;1613;1756;2308;3572;3752;3815;4846;5290;5606;6198;6416;6525;7074;9472;10611;55800	ADORA1;AKAP6;ANK2;ATP2B4;CACNB2;CALM1;CAMK2B;CAMK2G;CHUK;CLIC2;DAPK3;DMD;FOXO1;IL6ST;KCND3;KIT;MAP2K3;MAP2K4;NOS3;PDLIM5;PIK3CA;RPS6KB1;SCN3B;SMTN;TIAM1
GO:0007498	mesoderm development	http://amigo.geneontology.org/amigo/term/GO:0007498	124	11	3.760113459850071	2.925443638192399	0.0013750183209459976	0.011785658977264524	657;2114;2132;4087;4145;6169;8626;8928;10370;51176;60412	BMPR1A;CITED2;ETS2;EXOC4;EXT2;FOXH1;LEF1;MATK;RPL38;SMAD2;TP63
GO:0051493	regulation of cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0051493	500	28	15.161747821976093	1.8467527839643652	0.0013817485316550693	0.011785658977264524	324;673;822;899;1499;1613;2042;4035;4133;4751;5027;5063;5314;5581;6712;6790;8558;10142;10565;11034;22974;50944;51466;55160;57175;57787;81551;91807	AKAP9;APC;ARFGEF1;ARHGEF10L;AURKA;BRAF;CAPG;CCNF;CDK10;CORO1B;CTNNB1;DAPK3;DSTN;EPHA3;EVL;LRP1;MAP2;MARK4;MYLK3;NEK2;P2RX7;PAK3;PKHD1;PRKCE;SHANK1;SPTBN2;STMN4;TPX2
GO:0061458	reproductive system development	http://amigo.geneontology.org/amigo/term/GO:0061458	428	25	12.978456135611536	1.9262691755302541	0.001386548114972297	0.011785658977264524	283;654;682;899;1499;2737;3280;3815;4036;4254;4436;4438;4846;4920;5468;5798;6696;7421;8322;8626;8728;8894;10370;51176;56159	ADAM19;ANG;BMP6;BSG;CCNF;CITED2;CTNNB1;EIF2S2;FZD4;GLI3;HES1;KIT;KITLG;LEF1;LRP2;MSH2;MSH4;NOS3;PPARG;PTPRN;ROR2;SPP1;TEX11;TP63;VDR
GO:0031099	regeneration	http://amigo.geneontology.org/amigo/term/GO:0031099	184	14	5.579523198487202	2.509174978212453	0.0014687693793216106	0.012360930420033356	673;790;891;2066;2737;3484;5468;5802;6696;6790;7048;10076;81565;83481	AURKA;BRAF;CAD;CCNB1;EPPK1;ERBB4;GLI3;IGFBP1;NDEL1;PPARG;PTPRS;PTPRU;SPP1;TGFBR2
GO:0007219	Notch signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007219	185	14	5.6098466941311544	2.495611870222115	0.0015462176208735912	0.012885146840613261	189;650;1272;2033;3280;3572;3815;4179;7048;8626;9787;26160;26508;55294	AGXT;BMP2;CD46;CNTN1;DLGAP5;EP300;FBXW7;HES1;HEYL;IFT172;IL6ST;KIT;TGFBR2;TP63
GO:0032103	positive regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032103	293	19	8.88478422367799	2.1384874997149526	0.0015772650326846271	0.013016264832834303	654;673;811;3572;3620;3627;3791;5587;6223;7052;7074;8792;10497;10563;29110;54106;65125;80310;81565	BMP6;BRAF;CALR;CXCL10;CXCL13;IDO1;IL6ST;KDR;NDEL1;PDGFD;PRKD1;RPS19;TBK1;TGM2;TIAM1;TLR9;TNFRSF11A;UNC13B;WNK1
GO:0035249	synaptic transmission, glutamatergic	http://amigo.geneontology.org/amigo/term/GO:0035249	90	9	2.7291146079556965	3.2977728285077954	0.0016089033967912059	0.013149691223774278	134;2895;2911;4763;4920;8029;9746;10497;50944	ADORA1;CLSTN3;CUBN;GRID2;GRM1;NF1;ROR2;SHANK1;UNC13B
