Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
defense response to symbiont (GO:0140546)	20/124	2.0610931585155534E-6	1.2572821927126133E-4	0	0	3.839662447257384	50.269913043711554	IFITM3;ZBP1;FCN3;IFITM1;IFITM2;MLKL;STAT1;NLRC5;ACOD1;RNASE2;AICDA;OASL;ISG20;IL6;PLSCR1;IFI27;IRF1;TLR8;APOBEC3A;TLR2
positive regulation of multicellular organismal process (GO:0051240)	38/345	2.0829498575629935E-6	1.2572821927126133E-4	0	0	2.492206927953487	32.60236684142489	CEBPB;TFRC;IL26;SERPINE1;PLA2G3;TREM2;RTN4;HCAR2;CYP27B1;SDCBP;SHH;PDPN;FFAR4;CD36;CCR2;BTN3A1;SYK;ACSL1;SLC11A1;NFAM1;ELOVL3;WNT5A;G0S2;LILRB2;INHBA;SORL1;TSHR;FGR;IL1A;ADCYAP1;IL6;IFNG;IL1B;CLEC6A;SNAI1;SAA1;LCN2;SMTNL2
extracellular matrix disassembly (GO:0022617)	14/66	2.589600755819045E-6	1.5378887069235038E-4	0	0	5.356394129979035	68.90469073900209	MMP7;MMP1;MMP3;HPN;CTSS;MMP10;ADAMTS4;MMP12;MMP14;MMP13;ADAM15;MMP19;TLL1;TIMP1
positive regulation of acute inflammatory response (GO:0002675)	7/15	2.7829825179162252E-6	1.6264986715821493E-4	0	0	17.321540062434963	221.57692148556768	IL6;IL1B;OSM;C2CD4A;C2CD4B;FFAR2;PTGS2
regulation of interferon-gamma production (GO:0032649)	16/86	3.1870966558157077E-6	1.8053676748789902E-4	0	0	4.552701080432173	57.62080684142295	CD274;BTN3A1;SLC11A1;IL27;INHBA;FOXP3;CLEC7A;IL1B;ZC3H12A;TLR8;LGALS9;CD14;IL18R1;CCR2;CD276;IL12RB2
response to interleukin-1 (GO:0070555)	16/86	3.1870966558157077E-6	1.8053676748789902E-4	0	0	4.552701080432173	57.62080684142295	CXCL8;CCL3L1;ACOD1;SELE;SFRP1;CCL7;HYAL2;IL1B;ZC3H12A;CCL4;CCL3;CHI3L1;CCL2;LGALS9;GBP2;GBP1
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	15/78	4.195261362193693E-6	2.34044732357533E-4	0	0	4.73916953979913	58.678287916677085	FCER1G;NCF2;HLA-B;TAP2;HLA-C;TAP1;IFI30;HLA-F;PSMB10;PSMB8;HLA-E;PSMB9;CLEC4A;CD36;FCGR1A
neutrophil activation (GO:0042119)	7/16	4.740587011813455E-6	2.605200205596588E-4	0	0	15.396115157821713	188.7463580133066	CXCL6;CXCL8;FCER1G;TYROBP;SYK;CXCR2;LILRA2
second-messenger-mediated signaling (GO:0019932)	16/89	5.078705599129766E-6	2.7499697082346763E-4	0	0	4.364913088523081	53.21027279651715	CHRM3;CXCL8;NOS2;SPHK1;FPR1;FPR2;SELE;HRH1;CXCR1;CXCR2;CCL3;ACKR4;CCR8;NMUR2;CD36;CCR2
macrophage activation (GO:0042116)	10/36	5.414909188458094E-6	2.8603022511470416E-4	0	0	7.630480167014614	92.5299071138045	C1QA;SBNO2;SYK;IFNG;SLC11A1;C5AR1;DYSF;TREM2;FPR2;IFI35
negative regulation of immune response (GO:0050777)	24/178	5.437836979366999E-6	2.8603022511470416E-4	0	0	3.1165529385868367	37.77925734981167	CD163;AMBP;SYK;CD300A;ACOD1;TRAFD1;GPBAR1;ADM;TREM2;GPR84;FOXP3;TSHR;FGR;ADCYAP1;HCK;IL6;FCGR3A;ADCY9;FCGR2A;ADORA2B;GNB1;FCGR1A;TRIM21;CCR2
pattern recognition receptor signaling pathway (GO:0002221)	13/61	5.567095287640846E-6	2.8870485702948723E-4	0	0	5.383769633507853	65.13627520021366	FCN1;SFTPA2;NOD2;CTSS;TLR8;FFAR2;CD36;CD14;CLEC4E;S100A9;S100A8;CTSB;TLR2
cellular response to interleukin-1 (GO:0071347)	22/155	5.725828439487723E-6	2.928125043638027E-4	0	0	3.304598706067494	39.88823572303714	EGR1;IL1RN;CXCL8;CCL3L1;IL1R2;ACOD1;NOD2;PSMB10;PSMB8;PSMB9;RPS6KA4;IL1A;SFRP1;CCL7;HYAL2;IL1B;ZC3H12A;CCL4;CCL3;CCL2;GBP2;GBP1
regulation of immune effector process (GO:0002697)	12/53	6.547766514685093E-6	3.3025857954891113E-4	0	0	5.814164710684763	69.40011749042853	C1QB;C1QA;VTN;C6;C5AR1;CFI;C4BPA;C4BPB;CFB;CD55;C2;C1QC
negative regulation of cell population proliferation (GO:0008285)	39/379	7.929581468680832E-6	3.9455025632003813E-4	0	0	2.307946558601912	27.10662531243833	ACVRL1;COL18A1;IFITM1;CXCL8;CCL3L1;MAGED1;IL26;HPN;PTPRJ;CXCL1;TREM2;IFI35;GATA2;CYP27B1;ADAMTS1;RPS6KA2;PDPN;PIM2;S100A11;FGFBP1;CD300A;IGFBP3;WNT5A;OSM;INHBA;SOD2;ALOX15B;FOXP3;PML;WARS1;IL1A;SFRP1;IL6;FAP;IFNG;IL1B;ALDH1A2;IRF1;TRIM32
regulation of humoral immune response (GO:0002920)	12/54	8.050925839197075E-6	3.952467858656484E-4	0	0	5.675433353257621	66.57126376110173	C1QB;C1QA;VTN;C6;C5AR1;CFI;C4BPA;C4BPB;CFB;CD55;C2;C1QC
response to molecule of bacterial origin (GO:0002237)	14/73	9.021584772981608E-6	4.3707204123839843E-4	0	0	4.719148633763281	54.817113990047325	CXCL8;NOS2;SLC11A1;ACOD1;CXCL2;SELE;CYP27B1;IL6;SLPI;IL1B;LGALS9;CD14;S100A9;S100A8
cellular component disassembly (GO:0022411)	13/66	1.3854471817198361E-5	6.624956523496672E-4	0	0	4.8745826336066385	54.53148066280934	MMP7;MMP1;MMP3;CTSS;MMP10;ADAMTS4;MMP12;MMP14;MMP13;ADAM15;MMP19;TLL1;TIMP1
positive regulation of interferon-gamma production (GO:0032729)	12/57	1.4521080530250342E-5	6.854694681074585E-4	0	0	5.296234309623431	58.99956896503404	BTN3A1;CLEC7A;SLC11A1;IL1B;TLR8;IL27;LGALS9;CD14;IL18R1;CCR2;CD276;IL12RB2
cellular defense response (GO:0006968)	11/49	1.7286046972947776E-5	8.056610753720723E-4	0	0	5.745311554748941	63.00085109620474	FOSL1;CXCL9;TYROBP;NCF2;ADORA2B;C5AR1;CXCR2;MNDA;TCIRG1;CD300C;LILRB2
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	9/33	1.891115902562313E-5	8.602698718253387E-4	0	0	7.43274244004171	80.83671091950508	CLEC4A;FCER1G;HLA-B;TAP2;HLA-C;TAP1;IFI30;HLA-F;HLA-E
positive regulation of cell migration (GO:0030335)	30/269	1.8972369048475655E-5	8.602698718253387E-4	0	0	2.5148763058586328	27.343060280258005	SEMA5A;PIK3R3;SEMA3E;CLDN1;RTN4;CXCL16;SDCBP;VTN;CCL7;PLAU;CLEC7A;PDPN;CCL3;CCN1;S100A11;CCR2;MMP7;SPHK1;HGF;TNFRSF18;SOD2;FGR;MMP14;IFNG;CEACAM6;IL1B;TRIP6;SNAI1;TRIM32;HBEGF
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	21/155	1.9158644619684348E-5	8.602698718253387E-4	0	0	3.127377894056644	33.97194463426094	TFRC;SPHK1;WNT5A;NLRC4;NOD2;RPS6KA4;IL6;IL18RAP;CLEC7A;IL1B;S100A12;LGALS9;CD36;RAB7B;TRIM21;CARD14;S100A9;TRIM32;S100A8;IL18R1;TLR2
cellular response to tumor necrosis factor (GO:0071356)	24/194	2.3646355179476698E-5	0.0010489865032630506	0	0	2.820837487537388	30.048411597028757	CXCL8;CCL3L1;STAT1;TNFRSF18;TNFSF13;ACOD1;YBX3;PSMB8;PSMB10;PSMB9;DCSTAMP;SFRP1;CCL7;HYAL2;ZC3H12A;CCL4;CCL3;TNFRSF17;CHI3L1;CCL2;GBP2;TNFRSF4;CARD14;GBP1
regulation of chemokine production (GO:0032642)	10/42	2.4064033258047817E-5	0.0010548067911444294	0	0	6.197807933194155	65.91239963938382	EGR1;IL6;IFNG;WNT5A;LPL;TREM2;FFAR2;LGALS9;ALOX15B;TLR2
positive regulation of cell motility (GO:2000147)	26/221	2.6754298569708086E-5	0.0011504843944350695	0	0	2.6662420382165606	28.072370241000474	SEMA5A;PIK3R3;SEMA3E;CLDN1;CXCL16;SDCBP;CCL7;PLAU;CLEC7A;PDPN;DUOXA2;CCL3;CCN1;DUOX2;MMP7;SPHK1;HGF;SOD2;FGR;MMP14;CEACAM6;IL1B;TRIP6;SNAI1;TRIM32;HBEGF
defense response to protozoan (GO:0042832)	6/14	2.7184177706640696E-5	0.0011504843944350695	0	0	14.83160083160083	155.92277235392038	BATF2;CLEC7A;SLC11A1;GBP2;GBP4;PF4
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	6/14	2.7184177706640696E-5	0.0011504843944350695	0	0	14.83160083160083	155.92277235392038	SLC5A8;NNMT;NAMPT;PARP16;PARP9;PTGS2
acute inflammatory response (GO:0002526)	8/27	2.850678962733332E-5	0.0011927499932709237	0	0	8.339035087719298	87.27107318045208	CEBPB;IL6;PLSCR1;SAA1;C2CD4A;C2CD4B;ANO6;APOL2
myeloid leukocyte differentiation (GO:0002573)	13/71	3.146855354623591E-5	0.0013018788107555127	0	0	4.453186495757357	46.16405493620999	BATF2;CSF3;BATF3;SNX10;TREM2;PML;OSCAR;DCSTAMP;SBNO2;TYROBP;IFNG;UBD;LGALS9
negative regulation of inflammatory response (GO:0050728)	25/212	3.647727603215647E-5	0.0014923258927822237	0	0	2.6716702298387784	27.301320025326152	TNFAIP6;ADM;TREM2;FPR2;GPR84;MEFV;FCGR3A;SLAMF8;FFAR4;VPS35;FCGR1A;CD163;SYK;ACOD1;GPBAR1;TSHR;FGR;HCK;ADCYAP1;IL6;ADCY9;FCGR2A;ADORA2B;GNB1;SAA1
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	11/53	3.787883520806588E-5	0.0015133398130692532	0	0	5.197044334975369	52.91172183163828	CD86;PTP4A3;TCIM;SPHK1;IL1B;TRIP6;IFI35;LGALS9;NOD2;CD14;TLR2
leukocyte cell-cell adhesion (GO:0007159)	8/28	3.822395508295506E-5	0.0015133398130692532	0	0	7.921666666666667	80.57957470202905	NT5E;SYK;CERCAM;OLR1;GFUS;SELE;ICAM1;CD177
response to interferon-beta (GO:0035456)	8/28	3.822395508295506E-5	0.0015133398130692532	0	0	7.921666666666667	80.57957470202905	IFITM3;IFITM1;PLSCR1;IFITM2;STAT1;IRF1;ACOD1;MNDA
positive regulation of innate immune response (GO:0045089)	9/36	4.0499925943744286E-5	0.0015863907162219834	0	0	6.605839416058394	66.8128498045598	ZBP1;GBP5;PLSCR1;WNT5A;NLRC5;TLR8;FPR2;IFI35;HLA-E
regulation of defense response (GO:0031347)	14/83	4.115824870362816E-5	0.0015952070708079883	0	0	4.0330872299699205	40.726462485862	ZBP1;WNT5A;TREM2;NOD2;PTGS2;SELE;FGR;HCK;SBNO2;CASP5;IRF1;CASP1;APPL1;CCR2
positive regulation of cell killing (GO:0031343)	6/15	4.3451788136510456E-5	0.0016665571241524114	0	0	13.182952182952183	132.40770703930144	NOS2;SYK;IFNG;CLEC7A;FZD7;WNT5A
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	17/119	5.9174271234563434E-5	0.0022461821307800263	0	0	3.3175604626708726	32.29652979022494	FCN1;FCER1G;SYK;LILRA2;MUC5B;PSMB10;PSMB8;PSMB9;CLEC4A;MUC1;CLEC4D;TYROBP;CLEC7A;CLEC6A;FFAR2;CLEC4E;MUC4
receptor-mediated endocytosis (GO:0006898)	19/143	6.168094312111403E-5	0.002317441148693284	0	0	3.0528909888167512	29.593307294578537	CUBN;CD163;CXCL8;FCER1G;TFRC;AMBP;SYK;SGIP1;ADM;FPR2;SORL1;CXCL16;JCHAIN;CXCR1;CXCR2;SAA1;CD36;APOL1;FCGR1A
proteolysis (GO:0006508)	30/287	6.432714392952308E-5	0.0023924499388737774	0	0	2.3364970588967338	22.550768820259616	TMPRSS3;HTRA3;HM13;HPN;PRSS22;TRHDE;CTSS;PHEX;MMP25;CAPN8;MMP24;PLAU;UBD;CASP1;OLR1;FBXO6;CTSB;CPA3;MMP7;MMP1;HGF;MMP3;MMP12;BACE2;MMP14;FOLH1;FAP;MMP19;LAP3;PAPPA2
regulation of mast cell degranulation (GO:0043304)	6/16	6.667870154966774E-5	0.0024551097910587663	0	0	11.864033264033264	114.08009453570334	FGR;ADGRE2;SYK;CD300A;FES;LGALS9
regulation of interleukin-4 production (GO:0032673)	7/23	7.539299431682576E-5	0.002730474698735591	0	0	8.657127991675338	82.1803517095357	CD86;CEBPB;FCER1G;SYK;LGALS9;FOXP3;HLA-E
positive regulation of killing of cells of other organism (GO:0051712)	4/6	7.56405266895791E-5	0.002730474698735591	0	0	39.481327800829874	374.65878469133816	IFNG;NOS2;SYK;CLEC7A
positive regulation of cytosolic calcium ion concentration (GO:0007204)	19/147	8.999210502244377E-5	0.00321699932711299	0	0	2.95686248682824	27.54550588634573	C5AR1;FPR1;FPR3;FPR2;JPH1;ADCYAP1;GNA15;CXCR1;TRPV4;CXCR2;ACKR4;SAA1;PROK2;NMUR2;CCR8;CD36;CD55;F2RL2;CCR2
regulation of cell migration (GO:0030334)	38/408	9.192735944345348E-5	0.0032545820910653434	0	0	2.0609009009009007	19.155067874070443	SEMA5A;ACVRL1;IFITM1;SERPINE1;PIK3R3;SEMA3E;PTPRJ;LDLRAD4;CLDN1;CXCL16;ADGRG3;SDCBP;SHH;CCL7;CLEC7A;PLAU;PDPN;CCL3;CCN1;APPL1;NTNG1;MMP7;SPHK1;HGF;SOD2;SORL1;ALOX15B;FGR;MMP14;SFRP1;ADAM15;CEACAM6;IL1B;TRIP6;FGF18;SNAI1;TRIM32;HBEGF
positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	5/11	9.50937908146607E-5	0.0033031635639583085	0	0	16.46417445482866	152.46890582425925	IFNG;NAMPT;CCL2;NOD2;TLR2
T cell chemotaxis (GO:0010818)	5/11	9.50937908146607E-5	0.0033031635639583085	0	0	16.46417445482866	152.46890582425925	CXCL10;CXCL11;CCL3;CCR2;CXCL16
regulation of cytosolic calcium ion concentration (GO:0051480)	19/148	9.865557282409582E-5	0.003394858122788045	0	0	2.9337858700713113	27.060876595604785	TRPC4;WNT5A;C5AR1;FPR1;FPR3;FPR2;ATP2B1;ADCYAP1;CXCR1;TRPV4;CXCR2;ACKR4;SAA1;PROK2;NMUR2;CCR8;CD36;CD55;CCR2
defense response to fungus (GO:0050832)	7/24	1.0201059875662702E-4	0.003477805783536118	0	0	8.14745669339536	74.87866171061448	CLEC4D;CLEC7A;CLEC6A;S100A12;CLEC4E;S100A9;S100A8
positive regulation of vasculature development (GO:1904018)	15/102	1.1346147962994496E-4	0.003820838580464118	0	0	3.427470420089011	31.135302953305946	SEMA5A;CXCL8;SPHK1;SERPINE1;WNT5A;GATA2;HK2;AQP1;IL1A;IL1B;ZC3H12A;FGF18;ITGB8;CHI3L1;RAPGEF3
regulation of NIK/NF-kappaB signaling (GO:1901222)	13/80	1.1414781201821102E-4	0.003820838580464118	0	0	3.853168711416738	34.979128572239624	CD86;SPHK1;IFI35;NOD2;ADGRG3;PTP4A3;TCIM;IL1B;ZC3H12A;TRIP6;LGALS9;CD14;TLR2
negative regulation of viral process (GO:0048525)	12/70	1.2246968961841036E-4	0.004062463037612495	0	0	4.106333862357524	36.988405856358675	IFITM3;ISG20;IFITM1;PLSCR1;IFITM2;SLPI;STAT1;TRIM21;TRIM32;PML;APOBEC3A;OASL
positive regulation of protein phosphorylation (GO:0001934)	35/371	1.3361726701051563E-4	0.004392667652970701	0	0	2.087352625937835	18.62029393519374	ACVRL1;CSF3;TFRC;PIK3R3;PTPRJ;TREM2;FPR2;CAMKK1;RPS6KA4;FXR1;SDCBP;VTN;CCND1;CCN1;IL11;GDF15;BDNF;SPHK1;HGF;LIMK2;OSM;PLAUR;INHBA;ADCYAP1;IL6;TEC;IFNG;IL1B;CLEC6A;FGF18;CHI3L1;FAM20A;CARD14;RAPGEF3;PFN2
positive regulation of interleukin-4 production (GO:0032753)	6/18	1.422016884653841E-4	0.004592865060785476	0	0	9.885654885654885	87.5697424388304	CD86;CEBPB;FCER1G;SYK;LGALS9;HLA-E
positive regulation of macrophage derived foam cell differentiation (GO:0010744)	6/18	1.422016884653841E-4	0.004592865060785476	0	0	9.885654885654885	87.5697424388304	PLA2G2A;LPL;PLA2G3;CD36;ALOX15B;PF4
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	4/7	1.6971100400556158E-4	0.00534081980126904	0	0	26.319502074688796	228.4904817812634	HLA-B;HLA-C;HLA-F;HLA-E
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	4/7	1.6971100400556158E-4	0.00534081980126904	0	0	26.319502074688796	228.4904817812634	HLA-B;HLA-C;HLA-F;HLA-E
regulation of natural killer cell chemotaxis (GO:2000501)	4/7	1.6971100400556158E-4	0.00534081980126904	0	0	26.319502074688796	228.4904817812634	CCL7;CCL4;CCL3;CCL2
regulation of monocyte chemotaxis (GO:0090025)	7/26	1.781061390096466E-4	0.005516563218655739	0	0	7.2890629278711865	62.9274343859704	CXCL10;SERPINE1;SLAMF8;ANO6;FPR2;PLA2G7;CCR2
regulation of cytokine production involved in inflammatory response (GO:1900015)	9/43	1.7890021188359757E-4	0.005516563218655739	0	0	5.243881494203521	45.24778786800046	GBP5;IL6;NOS2;CLEC7A;ZC3H12A;TREM2;NOD2;MEFV;APPL1
regulation of response to external stimulus (GO:0032101)	17/130	1.7979021896759605E-4	0.005516563218655739	0	0	2.9928719652345457	25.809689335952726	ZBP1;WNT5A;TREM2;NOD2;PTGS2;SELE;FGR;HCK;SBNO2;CASP5;IRF1;CASP1;NMT2;CD36;CD55;APPL1;CCR2
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	12/73	1.8526080907592277E-4	0.0056374404877483275	0	0	3.903765690376569	33.54797057932995	NCF2;HLA-B;TAP2;HLA-C;TAP1;CD36;HLA-F;FCGR1A;PSMB10;PSMB8;HLA-E;PSMB9
positive regulation of monocyte chemotaxis (GO:0090026)	6/19	1.9935447016838117E-4	0.005967667960650239	0	0	9.124740124740125	77.74667355567084	CXCL10;SERPINE1;ANO6;FPR2;PLA2G7;CCR2
regulation of neuroinflammatory response (GO:0150077)	6/19	1.9935447016838117E-4	0.005967667960650239	0	0	9.124740124740125	77.74667355567084	IL6;SPHK1;IL1B;MMP3;TREM2;PTGS2
negative regulation of cytokine production (GO:0001818)	21/182	2.0246725066251292E-4	0.006011971104349779	0	0	2.5991919562921812	22.105951907892962	CD274;SLC11A1;NLRC5;ACOD1;UBE2L6;TREM2;INHBA;ATP2B1;MEFV;FOXP3;LILRA5;RPS6KA4;CLEC4A;IL6;TYROBP;IFNG;ZC3H12A;FFAR4;TLR8;LGALS9;GBP1
positive regulation of lymphocyte activation (GO:0051251)	8/35	2.141460087958816E-4	0.0062929337301401555	0	0	5.8657407407407405	49.558778271897495	IGLL5;IL6;TYROBP;CLEC7A;CCL2;NOD2;SIRPB1;CCR2
lymphocyte chemotaxis (GO:0048247)	9/44	2.1534754209605095E-4	0.0062929337301401555	0	0	5.093788172203188	43.00816447554376	CXCL10;CXCL11;CCL3L1;CCL7;CCL4;CCL3;SAA1;CCL2;CXCL16
positive regulation of T cell activation (GO:0050870)	12/75	2.408955030816282E-4	0.006984072774382323	0	0	3.7794381350866706	31.487055873889773	CD86;CD274;IL6;TFRC;IL1B;CCL2;LGALS9;NOD2;LILRB2;SIRPB1;CCR2;CD276
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	5/13	2.4422548294467165E-4	0.007010245095344284	0	0	12.346832814122534	102.69377750388834	CLEC7A;SLC11A1;CLEC6A;IL1B;CCR2
positive regulation of cell population proliferation (GO:0008284)	41/474	2.4560608834856397E-4	0.007010245095344284	0	0	1.899790976877907	15.790647632846424	CD86;CSF3;REG1B;REG1A;C5AR1;TCIRG1;NOD2;AREG;CXCL5;AQP1;SDCBP;SHH;ESM1;CLEC7A;NAMPT;CXCR2;PROK2;RPRD1B;TIMP1;CCN1;WNT2;IL12RB2;IL11;STAT1;SPHK1;TNFSF13;WNT5A;OSM;TSHR;CDC25B;FOSL1;HCK;SFRP1;IL6;NR4A3;IFNG;CEACAM6;IL1B;FGF18;HPSE;HBEGF
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	17/134	2.5990540002605243E-4	0.0073613206376609615	0	0	2.8899404135997195	23.857015408093222	IL11;CSF3;HGF;TNFRSF18;OSM;PTPRJ;TREM2;PARP14;PARP9;LILRA5;SOCS3;VTN;IL6;TEC;IFNG;CLEC6A;FCGR1A
regulation of smooth muscle cell migration (GO:0014910)	6/20	2.731847279085072E-4	0.0076783676958711725	0	0	8.472527472527473	69.52015778503184	VTN;PLAU;IGFBP3;SERPINE1;SORL1;S100A11
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	17/136	3.1047888007517153E-4	0.008660479063915013	0	0	2.8410695508487307	22.94844006981281	CD163;SYK;GPBAR1;ADM;TREM2;GPR84;TSHR;FGR;ADCYAP1;HCK;IL6;FCGR3A;ADCY9;FCGR2A;ADORA2B;GNB1;FCGR1A
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	4/8	3.263975000429939E-4	0.008968623844464953	0	0	19.738589211618258	158.4494443322219	HLA-B;HLA-C;HLA-F;HLA-E
positive regulation of monocyte chemotactic protein-1 production (GO:0071639)	4/8	3.263975000429939E-4	0.008968623844464953	0	0	19.738589211618258	158.4494443322219	SYK;CLEC7A;IL1B;LGALS9
regulation of inflammatory response to antigenic stimulus (GO:0002861)	17/137	3.388164666706296E-4	0.009240905409490801	0	0	2.8172450052576234	22.50993407027748	CD163;SYK;GPBAR1;ADM;TREM2;GPR84;TSHR;FGR;ADCYAP1;HCK;IL6;FCGR3A;ADCY9;FCGR2A;ADORA2B;GNB1;FCGR1A
manganese ion transport (GO:0006828)	5/14	3.648047797363508E-4	0.00958065650390532	0	0	10.974385600553825	86.87486279052133	TRPC4;SLC11A1;SLC11A2;SLC39A8;TMEM165
positive regulation of superoxide anion generation (GO:0032930)	5/14	3.648047797363508E-4	0.00958065650390532	0	0	10.974385600553825	86.87486279052133	TYROBP;SYK;CLEC7A;FPR2;CD177
positive regulation of transmembrane transport (GO:0034764)	5/14	3.648047797363508E-4	0.00958065650390532	0	0	10.974385600553825	86.87486279052133	NR4A3;ACSL1;CA2;ANO6;AZIN1
regulation of nitric-oxide synthase biosynthetic process (GO:0051769)	5/14	3.648047797363508E-4	0.00958065650390532	0	0	10.974385600553825	86.87486279052133	IFNG;NAMPT;CCL2;NOD2;TLR2
NAD biosynthetic process (GO:0009435)	6/21	3.6688554238203426E-4	0.00958065650390532	0	0	7.907276507276507	62.55019951850007	SLC5A8;NNMT;NAMPT;PARP16;PARP9;PTGS2
purinergic nucleotide receptor signaling pathway (GO:0035590)	6/21	3.6688554238203426E-4	0.00958065650390532	0	0	7.907276507276507	62.55019951850007	NT5E;ENTPD5;IL1B;CASP1;ANO6;MEFV
positive regulation of MAPK cascade (GO:0043410)	27/274	3.8087465346737793E-4	0.00987591883145694	0	0	2.1821690251132613	17.180304524449685	CCL3L1;IL26;C5AR1;PTPRJ;TREM2;FPR2;NOD2;ICAM1;LILRA5;P2RY6;CCL7;CCL4;FFAR4;CCL3;S100A12;CCL2;CCN2;LGALS9;CD36;IL11;GDF15;PLA2G2A;OSM;ADCYAP1;IL6;FGF18;CHI3L1
positive regulation of DNA-binding transcription factor activity (GO:0051091)	25/246	3.898712604103741E-4	0.010003206645959316	0	0	2.256565404528726	17.713347859779443	CSF3;TFRC;NLRC4;NOD2;RPS6KA4;SHH;IL18RAP;CLEC7A;S100A12;LGALS9;CD36;TRIM21;WNT2;NFAM1;SPHK1;WNT5A;IL6;IL1B;RAB7B;CARD14;S100A9;TRIM32;IL18R1;S100A8;TLR2
positive regulation of production of molecular mediator of immune response (GO:0002702)	8/38	3.912172072292617E-4	0.010003206645959316	0	0	5.278333333333333	41.41511043346684	CD86;IL6;WNT5A;MZB1;FFAR2;NOD2;TNFRSF4;HLA-E
regulation of interleukin-10 production (GO:0032653)	9/48	4.283308663065773E-4	0.010811503095726144	0	0	4.570385818561001	35.44615102281051	CD274;IL6;TYROBP;SYK;CLEC7A;NOD2;LGALS9;FOXP3;LILRA5
negative regulation of cellular process (GO:0048523)	46/566	4.287016436654039E-4	0.010811503095726144	0	0	1.7761388286334057	13.773511427385086	SEMA5A;ACVRL1;COL18A1;IFITM1;CXCL8;CCL3L1;DYSF;TREM2;PTPRJ;CXCL1;IFI35;RTN4;RND1;CYP27B1;SHH;ADAMTS1;RPS6KA2;HYAL2;PDPN;VPS35;PIM2;CCN2;CCN1;S100A11;FGFBP1;IGFBP3;OSM;PARP16;INHBA;SOD2;FOXP3;ALOX15B;AICDA;PML;WARS1;DCSTAMP;IL1A;PLSCR1;SFRP1;IL6;ADAM15;IL1B;ALDH1A2;IRF1;APOBEC3A;TLR2
negative regulation of lymphocyte proliferation (GO:0050672)	8/39	4.715322457118621E-4	0.01157071868751849	0	0	5.107795698924731	39.12327898559162	CD86;CD274;CEBPB;TYROBP;CD300A;MNDA;LILRB2;FOXP3
regulation of viral entry into host cell (GO:0046596)	8/39	4.715322457118621E-4	0.01157071868751849	0	0	5.107795698924731	39.12327898559162	FCN1;IFITM3;FCN3;IFITM1;IFITM2;LGALS9;TRIM21;NECTIN2
positive regulation of cellular component biogenesis (GO:0044089)	13/92	4.738708548555569E-4	0.01157071868751849	0	0	3.2658095301212806	24.998386372978523	HRK;TFRC;SYK;MMP1;PLEK;MMP3;WARS1;SDCBP;IFNG;CLEC7A;TPPP;BID;PFN2
positive regulation of angiogenesis (GO:0045766)	15/116	4.775256265679452E-4	0.01157071868751849	0	0	2.9501937601944874	22.55981522069428	SEMA5A;CXCL8;SPHK1;SERPINE1;WNT5A;GATA2;HK2;AQP1;IL1A;IL1B;ZC3H12A;FGF18;ITGB8;CHI3L1;RAPGEF3
regulation of protein-containing complex assembly (GO:0043254)	15/116	4.775256265679452E-4	0.01157071868751849	0	0	2.9501937601944874	22.55981522069428	HRK;TFRC;SYK;MMP1;MMP3;SORL1;WARS1;HCK;IFNG;CLEC7A;PEX5;PREB;TPPP;CD36;BID
negative regulation of macromolecule metabolic process (GO:0010605)	21/194	4.8391258162159444E-4	0.01157071868751849	0	0	2.4173630143257383	18.453197496975097	ACVRL1;CXCL8;ABCC2;NOS2;PLA2G3;PCSK9;LILRB2;GATA2;PARP14;PARP9;TERF2;AICDA;SDCBP;SFRP1;IFNG;STC2;AGO1;ZC3H12A;CCL3;ITGB8;LGALS9
microglial cell activation (GO:0001774)	6/22	4.839464089836631E-4	0.01157071868751849	0	0	7.412681912681912	56.58497707323547	C1QA;TYROBP;IFNG;C5AR1;TREM2;FPR2
osteoclast differentiation (GO:0030316)	6/22	4.839464089836631E-4	0.01157071868751849	0	0	7.412681912681912	56.58497707323547	DCSTAMP;SBNO2;TYROBP;SNX10;TREM2;OSCAR
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	12/81	5.000166871646168E-4	0.011877815755742703	0	0	3.4496998362743314	26.220716840722567	GNA14;GNA15;HRH1;P2RY6;C5AR1;CXCR2;FPR1;NMUR2;FPR3;FPR2;F2RL2;TGM2
